2;0;0;0.0150747;-0.0237735;0;-0
2;0;0;0.01511;-0.0237572;0;-0
2;0;0;0.0151114;-0.0237319;0;-0
2;0;0;0.0151038;-0.023723;0;-0
2;0;0;0.015095;-0.0237256;0;-0
2;0;0;0.015095;-0.0237256;0;-0
2;0;0;0.0150824;-0.0237402;0;-0
2;0;0;0.0150998;-0.0237813;0;-0
2;0;0;0.0151238;-0.0238185;0;-0
2;0;0;0.0151597;-0.0238691;0;-0
2;0;0;0.0151918;-0.023883;0;-0
2;0;0;0.0151918;-0.023883;0;-0
2;0;0;0.0152093;-0.02388;0;-0
2;0;0;0.0152098;-0.0238514;0;-0
2;0;0;0.0151804;-0.0238067;0;-0
2;0;0;0.0151289;-0.023777;0;-0
2;0;0;0.0150575;-0.0237235;0;-0
2;0;0;0.0150575;-0.0237235;0;-0
2;0;0;0.0149383;-0.0236757;0;-0
2;0;0;0.0149234;-0.0236969;0;-0
2;0;0;0.0149476;-0.0237439;0;-0
2;0;0;0.0150073;-0.0238071;0;-0
2;0;0;0.0150073;-0.0238071;0;-0
2;0;0;0.0150872;-0.0238635;0;-0
2;0;0;0.0151666;-0.023874;0;-0
2;0;0;0.0152282;-0.0238373;0;-0
2;0;0;0.0152594;-0.0237578;0;-0
2;0;0;0.0152574;-0.0236779;0;-0
2;0;0;0.0152574;-0.0236779;0;-0
2;0;0;0.0152223;-0.0236249;0;-0
2;0;0;0.0151651;-0.0236244;0;-0
2;0;0;0.0150994;-0.0236538;0;-0
2;0;0;0.0150478;-0.0237002;0;-0
2;0;0;0.0150257;-0.0237327;0;-0
2;0;0;0.0150257;-0.0237327;0;-0
2;0;0;0.0150376;-0.0237443;0;-0
2;0;0;0.0150751;-0.0237517;0;-0
2;0;0;0.0151153;-0.0237546;0;-0
2;0;0;0.0151427;-0.0237846;0;-0
2;0;0;0.0151441;-0.0238233;0;-0
2;0;0;0.0151441;-0.0238233;0;-0
2;0;0;0.0151241;-0.0238605;0;-0
2;0;0;0.015097;-0.0238821;0;-0
2;0;0;0.015077;-0.023865;0;-0
2;0;0;0.0150807;-0.0238469;0;-0
2;0;0;0.0150997;-0.023798;0;-0
2;0;0;0.0150997;-0.023798;0;-0
2;0;0;0.0151328;-0.0237745;0;-0
2;0;0;0.0151569;-0.0237303;0;-0
2;0;0;0.015169;-0.0237113;0;-0
2;0;0;0.015158;-0.0236959;0;-0
2;0;0;0.0151251;-0.0236929;0;-0
2;0;0;0.0151251;-0.0236929;0;-0
2;0;0;0.0150824;-0.0237237;0;-0
2;0;0;0.0150389;-0.0237453;0;-0
2;0;0;0.0150212;-0.0238033;0;-0
2;0;0;0.0150284;-0.0238378;0;-0
2;0;0;0.0150616;-0.0238839;0;-0
2;0;0;0.0150616;-0.0238839;0;-0
2;0;0;0.0151006;-0.0239167;0;-0
2;0;0;0.0151297;-0.023935;0;-0
2;0;0;0.0151411;-0.02393;0;-0
2;0;0;0.0151365;-0.0238879;0;-0
2;0;0;0.0151283;-0.0238282;0;-0
2;0;0;0.0151283;-0.0238282;0;-0
2;0;0;0.0151277;-0.0237769;0;-0
2;0;0;0.0166689;-0.0237216;0;-0
2;0;0;0.0185591;-0.0236771;0;-0
2;0;0;0.0205119;-0.0236403;0;-0
2;0;0;0.0202653;-0.023637;0;-0
2;0;0;0.017302;-0.0236852;0;-0
2;0;0;0.0164536;-0.0237033;0;-0
2;0;0;0.0164132;-0.0236914;0;-0
2;0;0;0.0196405;-0.0236403;0;-0
2;0;0;0.0205027;-0.0236236;0;-0
2;0;0;0.0178137;-0.0236866;0;-0
2;0;0;0.0153759;-0.0237415;0;-0
2;0;0;0.0124922;-0.0237691;0;-0
2;0;0;0.014349;-0.0237243;0;-0
2;0;0;0.0155401;-0.0236849;0;-0
2;0;0;0.0158891;-0.0237035;0;-0
2;0;0;0.0157962;-0.0237489;0;-0
2;0;0;0.0143734;-0.0238143;0;-0
2;0;0;0.0150009;-0.0238475;0;-0
2;0;0;0.0150554;-0.02387;0;-0
2;0;0;0.0152352;-0.0238861;0;-0
2;0;0;0.0153848;-0.023889;0;-0
2;0;0;0.0149426;-0.0238751;0;-0
2;0;0;0.0151161;-0.0238406;0;-0
2;0;0;0.0150664;-0.0237957;0;-0
2;0;0;0.015087;-0.0237537;0;-0
2;0;0;0.0151649;-0.0237184;0;-0
2;0;0;0.0165441;-0.0236562;0;-0
2;0;0;0.0184846;-0.0235886;0;-0
2;0;0;0.0219455;-0.023488;0;-0
2;0;0;0.0220753;-0.0234723;0;-0
2;0;0;0.0208046;-0.0234922;0;-0
2;0;0;0.0136919;-0.0236691;0;-0
2;0;0;0.0137733;-0.0237044;0;-0
2;0;0;0.0142527;-0.023759;0;-0
2;0;0;0.0164184;-0.0237904;0;-0
2;0;0;0.0153906;-0.0239054;0;-0
2;0;0;0.0153776;-0.0254908;0;-0
